hospital,demand,seed,variant,public_p90_s,bed_p90_s,public_mean_s,bed_mean_s,public_count,bed_count,trips,utilization_pct,clearance_min
hongkong,1.4,101,a,159.69354504281728,217.13990958168642,92.45641388533691,155.24273401321196,1533,85,707,99.92110601792413,1.8730760773901844
hongkong,1.4,101,b,160.60976735403227,269.2305614297726,91.67329854365376,131.5230611356168,1533,85,676,93.62801473237646,3.2173541694489054
hongkong,1.4,137,a,156.2303733805002,184.08333376656324,89.30592335146508,140.09080028368376,1502,78,716,99.86753871436498,2.8903500570198353
hongkong,1.4,137,b,167.39869434929935,179.87579224452392,95.74717688778189,85.85057740190085,1502,78,669,92.04317644285284,3.757938276508442
hongkong,1.4,179,a,177.4716970281498,205.13309352235137,100.880893493904,156.905959791481,1500,101,691,99.85066758098236,3.4889926770802657
hongkong,1.4,179,b,164.75780137834263,452.9871691512981,97.99007931785876,250.98187132741324,1500,101,690,97.3007596951859,3.1584457164317428
hongkong,1.4,223,a,168.1814421424293,195.78283072238264,93.34891554717113,152.70419727510955,1495,91,700,99.86192874172357,3.379357861075429
hongkong,1.4,223,b,165.638349810332,392.00269821608254,95.2710649390394,157.30410311828382,1495,91,677,94.70328658332573,3.7146382955957353
hongkong,1.4,269,a,166.03307802548645,209.2868695346646,92.1939840251173,156.9932370352996,1442,85,710,99.93102881689164,3.270684831691809
hongkong,1.4,269,b,158.9008880858539,703.0873182729439,91.82417062369983,272.3321149823152,1442,85,675,93.38402744249595,3.2306065445620638
hongkong,1.4,317,a,183.57922924292325,220.65205380875398,105.73482552648576,167.51003906590532,1472,107,687,99.82427688551884,2.798523405650091
hongkong,1.4,317,b,163.47970881687024,383.3470890841031,95.32465571758837,216.2859621241873,1472,107,697,97.21870981121934,9.452750398008538
hongkong,1.4,373,a,169.6389819029443,198.36841041317393,95.88897382735175,155.2121448500151,1437,106,687,99.63124778677643,3.6687374218023856
hongkong,1.4,373,b,162.3465260674453,735.9181497160343,93.13115856408744,345.58729169600167,1437,106,690,96.00872806155189,10.257509411072594
hongkong,1.4,431,a,196.03244245866327,237.99231655551156,108.69520865189158,170.52323360339818,1512,123,676,99.748361454957,2.6634695166591276
hongkong,1.4,431,b,159.58537537686135,916.9594408417397,92.66416420824369,368.88633918811195,1512,123,716,98.71997197104223,16.82408842637563
